title,price,description,link,Image,categorie
SVR TOPIALYSE GEL LAVANT 100ML,41.700 TND TTC,"Un nettoyant doux protecteur anti-dessèchement qui protège de la tête aux pieds les peaux sensibles et sèches de toute la famille.Peau hydratée Adoucit la peau Apaise la peau Aide à réduire les sensations de grattagePour toutes les peaux sensibles et sèches. Dès la naissance, pour toute la famille. Corps, visage, cheveux, hygiène intime. Ne pique pas les yeux",https://anais.tn/produit/svr-topialyse-gel-lavant-1000ml/,https://anais.tn/wp-content/uploads/2020/04/gal-lavant-1l.jpg,Corps
SVR TOPIALYSE GEL LAVANT 200ML,25.038 TND 22.500 TND TTC,Nettoyant doux protecteur anti-dessèchement sans savonUn nettoyant doux protecteur anti-dessèchement qui protège de la tête aux pieds les peaux sensibles et sèches de toute la famille.Peau hydratée Peau plus confortable Adoucit la peau Apaise la peau Aide à réduire les sensations de grattage,https://anais.tn/produit/svr-topialyse-gel-lavant-200ml/,https://anais.tn/wp-content/uploads/2020/04/gel-lavant-200ml.jpg,Corps
SVR TOPIALYSE HUILE LAVANTE MICELLAIRE 100ML,62.300 TND TTC,Sensation de confort immédiat et laisse la peau douce Réduit les sensations de grattage Nourrit intensément et apaise durablement la peau Maintient l’hydratation pendant 24h est un véritable soin lavant qui nourrit intensément la peau et préserve le film hydrolipidique tout en réduisant les sensations de tiraillements et de grattage.,https://anais.tn/produit/svr-topialyse-huile-lavante-micellaire-1000ml/,https://anais.tn/wp-content/uploads/2020/04/huile-lavante-1l.jpg,Corps
SVR TOPIALYSE HUILE LAVANTE MICELLAIRE 200ML,31.950 TND TTC,"Peaux sensibles sèches à très sèches à tendance atopique. Dès la naissance, pour toute la famille. Corps, visage, cheveux, hygiène intime. Ne pique pas les yeux.TOPIALYSE HUILE LAVANTE MICELLAIRE est un véritable soin lavant qui nourrit intensément la peau et préserve le film hydrolipidique tout en réduisant les sensations de tiraillements et de grattage.",https://anais.tn/produit/svr-topialyse-huile-lavante-micellaire-200ml/,https://anais.tn/wp-content/uploads/2020/04/huile-lavante-200ml.jpg,Corps
SVR TOPIALYSE MAINS 50ML,16.490 TND TTC,"Crème nutri-réparatriceFormulée pour hydrater et régénérer les mains desséchées et abîmées grâce à sa formule ultra-concentrée en phase grasse et beurre de karité Peau régénérée, réparée Mains protégées",https://anais.tn/produit/svr-topialyse-mains-50ml/,https://anais.tn/wp-content/uploads/2020/04/mains.jpg,Corps
SVR XERIAL 10 LAIT CORPS 200ML,40.900 TND TTC,Hydratant 24h lissant anti-squames confort intense.Assure une hydratation et une action anti-squames qui lisse et adoucit la peau et procure un confort intense.Un soin quotidien concentré en actifs kératolytiques et émollients ! Sa texture fondante et non grasse pénètre rapidement pour une utilisation pratique. Grâce à sa Technologie Urée Pure brevetée(1). Les cellules mortes sont éliminées et la peau intensément hydratée pendant 24h. ,https://anais.tn/produit/svr-xerial-10-lait-corps-200ml/,https://anais.tn/wp-content/uploads/2020/04/lait-corps.jpg,Corps
SVR XERIAL 10 LAIT CORPS 400ML,56.290 TND TTC,Hydratant 24h lissant anti-squames confort intense.Assure une hydratation et une action anti-squames qui lisse et adoucit la peau et procure un confort intense.Un soin quotidien concentré en actifs kératolytiques et émollients ! Sa texture fondante et non grasse pénètre rapidement pour une utilisation pratique. Grâce à sa Technologie Urée Pure brevetée(1). Les cellules mortes sont éliminées et la peau intensément hydratée pendant 24h.,https://anais.tn/produit/svr-xerial-10-lait-corps-400ml/,https://anais.tn/wp-content/uploads/2020/04/lait-corps-400ml.jpg,Corps
SVR XERIAL 30 CREME 100ML,38.250 TND TTC,"Anti-rugosités et poils incarnés hydratant 24H.Xérial 30 Crème réduit les rugosités et les poils incarnés, lisse la peau et réduit son aspect granuleux.La Technologie Urée Pure(1) vient lisser et éliminer les cellules mortes de la peau tout en hydratant profondément .XERIAL 30 Crème réduit les rugosités, l’aspect granuleux et les poils incarnés pour laisser la peau visuellement, et au toucher, lisse et super hydratée.",https://anais.tn/produit/svr-xerial-30-creme-100ml/,https://anais.tn/wp-content/uploads/2020/04/creme-4.jpg,Corps
SVR XERIAL 30 CREME PIEDS 50ML,32.500 TND TTC,Xérial Crème Pieds permet de réparer et prévenir l’apparition de callosités tout en nourrissant et adoucissant la peau des pieds très secs et abîmés. Nourrissant et adoucissant la peau des pieds très secs et abîmés .,https://anais.tn/produit/svr-xerial-30-creme-pieds-50ml/,https://anais.tn/wp-content/uploads/2020/04/creme-pieds.jpg,Corps
SVR XERIAL 50 EXTREME PIEDS 50ML,32.950 TND TTC,Anti-callosités 7 jours corne et durillons.Vient à bout des durillons et callosité en 7 jours. Son brevet Technologie Urée Pure et sa concentration élevée en acide salicylique qui permet de réduire les callosités et les durillons rebelles des pieds très secs en 7 jours . ,https://anais.tn/produit/svr-xerial-50-extreme-pieds-50ml/,https://anais.tn/wp-content/uploads/2020/04/extreme-creme-pieds.jpg,Corps
SVR XERIAL FISSURES & CERVASSES 50ML,30.210 TND TTC,"Crème protectrice et réparatrice 7 jours. Répare en 7 jours les fissures et crevasses des pieds et des mains.Immédiatement apaisée et hydratée, la peau retrouve son aspect lisse, souple et surtout confortable.",https://anais.tn/produit/svr-xerial-fissures-cervasses-50ml/,https://anais.tn/wp-content/uploads/2020/04/fissures-et-crevasses.jpg,Corps
